TSXV, Abzu Gold Ltd , ABS ," 1,166,376 "," 25,919,458 ",Mining,IPO,20080918,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 13,947,472 "," 282,303 ", 677 ,10,Ghana,,,,,,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Acasti Pharma Inc. , APO ," 45,221,182 "," 106,260,178 ",Life Sciences,Other,20110331,,,,,No,1,Quebec,Canada,,,,,,,,Pharmaceuticals,, Tier2 ,," 8,411,851 "," 9,358,384 "," 13,108 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Acceleware Ltd , AXE ," 2,647,611 "," 66,190,266 ",Technology,QT,20050406,20060119,,,,Yes,,AB,Canada,,,,,Software,,,,, Tier2 ,," 2,494,063 "," 105,118 ", 249 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Ackroo Inc. , AKR ," 454,024 "," 68,917,717 ",Technology,RTO,,,20121010,,,Yes,,ON,Canada,,,,,Internet Software & Services,,,,, Tier2 ,," 12,598,403 "," 1,003,042 ", 867 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Acme Resources Inc , ARI ," 452,994 "," 11,324,855 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 984,198 "," 86,613 ", 172 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, ACT Aurora Control Technologies Corp , ACU ," 9,782,857 "," 26,906,853 ",Clean Technology,QT from NEX,20071029,20111107 NEX,,,,Yes,1,BC,Canada,,,,Renewable Energy Equipment Manufacturing and Tech,,,,,, Tier2 ,," 4,416,608 "," 1,703,581 ", 908 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, ACT360 Solutions Ltd. , AKM ," 1,630,263 "," 23,289,467 ",Technology,,,,,,,Yes,,BC,Canada,,,,,Internet Software & Services,,,,, Tier2 ,," 5,275,990 "," 610,908 ", 238 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Active Growth Capital Inc , ACK ," 443,100 "," 5,013,338 ",Mining,QT,20080829,20101202,,,,Yes,,ON,Canada,,,,,,,,,, Tier2 ,," 1,032,881 "," 86,167 ", 171 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, AcuityAds Holdings Inc. , AT ," 3,077,290 "," 20,756,264 ",Technology,QT,20120720,20140722,,,,Yes,,ON,Canada,,,,,Internet Software & Services,,,,, Tier1 ,," 335,084 "," 401,048 ", 295 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Adamera Minerals Corp. , ADZ ," 1,449,200 "," 48,306,668 ",Mining,,,,,20130219,,No,,BC,Canada,,,,,,,,,, Tier1 ,," 16,467,875 "," 1,238,466 "," 1,917 ",10,,,,,,,,WA,,1,1,,,,,,,,,,,,,,,,,
TSXV, Adanac Molybdenum Corporation , AUA ," 4,837,873 "," 25,462,490 ",Mining,TSX Comedown,20110308,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 617,813 "," 117,945 ", 499 ,10,,,Canada,,,,,,,,,,,,1,,,,,,,,,,,,,
TSXV, Added Capital Inc. , AAD ," 301,143 "," 6,692,077 ",Financial Services,TSX Comedown,20120328,,,,,No,,ON,Canada,,,,,,,,,, Tier2 ,," 4,121,279 "," 38,073 ", 616 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Adent Capital Corp. , ANT.P ," 15,000 "," 6,100,000 ",CPC,IPO/CPC,20121023,,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Adex Mining Inc , ADE ," 3,544,229 "," 177,211,441 ",Mining,Other,20070716,,,,,No,,ON,Canada,,,,,,,,,, Tier1 ,," 10,207,770 "," 205,394 ", 477 ,10,,,NB,,,,,,,,,,,,1,,,,,,,,,,1,,,"Indium,Tin"
TSXV, Adira Energy Ltd , ADL ," 1,113,376 "," 12,292,064 ",Oil & Gas,Other,20101202,,,,,No,,Israel,Other,,,,,,,,,, Tier2 ,," 33,921,397 "," 578,247 "," 1,286 ",10,,,,,,Israel,,,1,,,,,,,,,,,,,,,,,,,
TSXV, Adriana Resources Inc. , ADI ," 23,633,136 "," 157,554,238 ",Mining,,,,,,,No,1,BC,Canada,,,,,,,,,, Tier2 ,," 7,983,485 "," 1,494,303 "," 1,752 ",10,,,"NL,Quebec",,Brazil,,,,,,,,,,,,1,,,,,,,,,,,
TSXV, Adroit Resources Inc. , ADT ," 879,986 "," 175,997,209 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier1 ,," 17,691,043 "," 102,596 ", 288 ,10,,,ON,,,,Italy,,,1,1,1,,,,,,,,,,,,,,1,,Antimony
TSXV, Advance Gold Corp , AAX ," 384,817 "," 38,481,696 ",Mining,QT,20070925,20080131,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 1,871,819 "," 39,135 ", 117 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Advanced Explorations Inc. , AXI ," 4,917,153 "," 196,686,104 ",Mining,,20001002,,,,,No,,ON,Canada,,,,,,,,,, Tier2 ,," 11,257,022 "," 621,031 ", 794 ,10,,,NU,,,,,,,,,,,,,,1,,,,,,,,,,,
TSXV, Advanced Proteome Therapeutics Corporation , APC ," 19,534,935 "," 108,527,418 ",Life Sciences,,,,,,,No,1,USA,USA,Boston,MA,,,,,,Biotechnology,, Tier2 ,," 9,214,535 "," 2,522,132 "," 1,711 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Advent Wireless Inc. , AWI ," 14,561,333 "," 11,935,519 ",Technology,,,,,,,No,1,BC,Canada,,,,,Communication Technology,,,,, Tier2 ,," 414,282 "," 581,731 ", 269 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Adventure Gold Inc , AGE ," 6,320,938 "," 74,363,974 ",Mining,Other,20071003,,,,,No,1,Quebec,Canada,,,,,,,,,, Tier2 ,," 5,805,437 "," 912,938 ", 859 ,10,,,"ON,Quebec",,,,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Aegean Metals Group Inc. , AGN ," 1,363,621 "," 41,407,996 ",Mining,IPO,20121114,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 661,853 "," 41,064 ", 67 ,10,,,,,,,Turkey,,,1,,1,,,,,,,,,,,,,,,,
TSXV, Africa Hydrocarbons Inc , NFK ," 1,141,098 "," 114,109,838 ",Oil & Gas,,,,,,,No,1,BC,Canada,,,,,,,,,, Tier1 ,," 151,683,774 "," 12,897,158 "," 10,932 ",10,Tunisia,,,,,,,,1,,,,,,,,,,,,,,,,,,,
TSXV," African Gold Group, Inc. ", AGG ," 6,373,669 "," 159,341,737 ",Mining,,,,,,,No,1,ON,Canada,,,,,,,,,, Tier2 ,," 60,141,268 "," 4,876,234 "," 2,852 ",10,"Ghana,Mali",,,,,,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Afri-Can Marine Minerals Corporation , AFA ," 915,279 "," 91,527,864 ",Mining,,,,,,,No,,Quebec,Canada,,,,,,,,,, Tier1 ,," 22,930,975 "," 549,007 "," 1,192 ",10,Namibia,,,,,,,,,,,,,1,,,,,,,,,,,,,,
TSXV, African Metals Corporation , AFR ," 1,277,498 "," 11,108,682 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 16,441,712 "," 314,015 ", 479 ,10,DRC (Congo),,,,,,,,,,,1,,,,,,,,,,,,,,,,Cobalt
TSXV, African Queen Mines Ltd , AQ ," 811,343 "," 81,134,343 ",Mining,Other,20081016,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 7,664,621 "," 208,384 ", 351 ,5,"Botswana,Ghana,Kenya,Mozambique,Namibia",,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,"PGE,Manganese,Chromium,Buaxite,Cobalt"
TSXV, Aftermath Silver Ltd. , AAG ," 1,663,775 "," 66,550,992 ",Mining,Other,20110712,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 9,866,234 "," 426,933 ", 616 ,10,,,,,,,,Alaska,,,1,,,,,,,1,1,,,,,,,,,
TSXV, Agave Silver Corp. , AGV ," 1,162,533 "," 25,834,059 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 4,749,280 "," 266,240 ", 531 ,10,,,BC,,Mexico,,,,,1,1,,,,,,,,,,,,,,,,,
TSXV," Agility Health, Inc. ", AHI ," 4,914,323 "," 29,876,401 ",Life Sciences,QT,20110929,20131011,,,,Yes,,USA,USA,Grand Rapids,MI,,,,,,Healthcare Facilities and Equipment,, Tier1 ,," 8,589,127 "," 3,721,133 "," 1,477 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, AgriMinco Corp. , ANO ," 1,429,060 "," 285,811,915 ",Mining,RTO,20080424,,20110311,,,No,,ON,Canada,,,,,,,,,, Tier2 ,," 16,718,775 "," 174,671 ", 634 ,10,"Ethiopia,Mali,Togo",,,,,,,,,,,,,,,,,,,,1,,,,,,,"Phosphate, Potassium"
TSXV, Aguila American Gold Limited , AGL ," 673,302 "," 13,466,040 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 3,519,721 "," 223,151 ", 358 ,10,,,,,Peru,,,,,1,1,1,,,,,,1,1,,,,,,,,,
TSXV, Aim Explorations Ltd , AXN.P , -   ," 4,100,000 ",CPC,IPO/CPC,20120927,,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 3,000 ", 300 , 1 ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, AirIQ Inc. , IQ ," 1,446,447 "," 28,928,947 ",Technology,TSX Comedown,20090909,,,,,No,,ON,Canada,,,,,Software,,,,, Tier2 ,," 3,478,335 "," 233,832 ", 532 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Alabama Graphite Corp. , ALP ," 18,079,749 "," 90,398,744 ",Mining,Other,20140505,,,,OTCQX,No,,BC,Canada,,,,,,,,,, Tier2 ,," 72,024,605 "," 15,291,255 "," 6,443 ",6,,,ON,,,,,AL,,,,,,,,,,,,,,,,,,,,Graphite
TSXV, Alaska Hydro Corporation , AKH ," 205,354 "," 41,070,853 ",Clean Technology,QT,20080905,20100908,,,,Yes,,USA,USA,Juno,Alaska,,Renewable Energy Production and Distribution,,,,,, Tier2 ,," 552,936 "," 6,305 ", 53 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Alba Minerals Ltd. , AA ," 366,844 "," 8,152,089 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 11,589,130 "," 130,888 ", 303 ,10,,,,,,,,NV,,1,,,,,,1,,,,,,,,,,1,,PGMs
TSXV, Alberta Oilsands Inc , AOS ," 25,443,847 "," 212,032,057 ",Oil & Gas,,,,,,,Yes,1,AB,Canada,,,,,,,,,, Tier2 ,," 69,846,584 "," 10,049,974 "," 4,854 ",10,,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
TSXV, Alberta Star Development Corp. , ASX ," 3,549,393 "," 21,511,474 ",Financial Services,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 2,976,447 "," 570,935 ", 952 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Alder Resources Ltd. , ALR ," 2,203,447 "," 89,241,845 ",Mining,QT,20061218,20071012,,,,Yes,,BC,Canada,,,,,,,,,, Tier 2 ,," 11,574,656 "," 315,611 ", 584 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Aldershot Resources Ltd. , ALZ ," 798,715 "," 159,742,975 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 23,197,213 "," 135,967 ", 286 ,10,Zambia,Australia,,,,,,"AZ,CO,UT",,,,,,,,,,,,,,,1,,,,,Vanadium
TSXV, Aldridge Minerals Inc. , AGM ," 20,856,397 "," 106,955,882 ",Mining,,,,,,,No,1,BC,Canada,,,,,,,,,, Tier2 ,," 12,598,153 "," 2,828,686 "," 2,150 ",10,,,,,,,Turkey,,,1,1,1,,,,,,1,1,,,,,,,,,
TSXV, Aldrin Resource Corp , ALN ," 3,574,543 "," 119,151,417 ",Mining,Other,20070705,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 97,902,118 "," 7,549,264 "," 5,671 ",10,,,YT,,,,,NV,,,,,,,,,,,,,,,,,,,,
TSXV, Alexander Nubia International Inc , AAN ," 5,153,615 "," 147,246,137 ",Mining,QT,20080821,20101005,,,,Yes,,ON,Canada,,,,,,,,,, Tier2 ,," 22,507,512 "," 732,918 ", 470 ,10,Egypt,,,,,,,,,1,1,1,,,,,,,1,,,,,,,,,
TSXV, Alexandra Capital Corp , AXC ," 518,070 "," 12,934,000 ",Mining,QT,20120501,20140813,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 86,020 "," 18,513 ", 28 ,5,,,BC,,,,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Alexandria Minerals Corporation , AZX ," 8,905,415 "," 178,108,297 ",Mining,Other,20060324,,,,,No,1,ON,Canada,,,,,,,,,, Tier2 ,," 50,183,935 "," 2,839,955 "," 3,003 ",10,,,Quebec,,,,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Algold Resources Ltd. , ALG ," 9,910,906 "," 40,668,083 ",Mining,QT,20111123,20121009,,,,Yes,1,Quebec,Canada,,,,,,,,,, Tier2 ,," 14,822,852 "," 3,179,263 "," 2,917 ",10,,,Quebec,,,,,,,1,1,1,,,,,,,,,,,,,,,,
TSXV, Alhambra Resources Ltd. , ALH ," 6,768,584 "," 104,132,059 ",Mining,,,,,,,No,,AB,Canada,,,,,,,,,, Tier2 ,," 4,299,953 "," 447,926 ", 454 ,10,,,,,,Kazakhstan,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Alix Resources Corp , AIX ," 787,399 "," 78,739,889 ",Mining,QT,20050614,20070628,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 55,455,737 "," 1,557,736 "," 1,685 ",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, All in West! Capital Corporation , ALW ," 86,577 "," 17,315,307 ",Real Estate,QT,20051011,20070404,,,,Yes,,MB,Canada,,,,,,,Real Estate Operating Companies,,, Tier2 ,," 614,628 "," 4,414 ", 56 ,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Allegiance Equity Corporation , ANQ ," 458,248 "," 9,164,957 ",Life Sciences,,,,,,,No,,ON,Canada,,,,,,,,Pharmaceuticals,, Tier2 ,," 293,983 "," 12,187 ", 21 ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Alliance Mining Corp , ALM ," 685,742 "," 45,716,124 ",Mining,Other,20120127,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 31,000,766 "," 1,600,063 "," 1,006 ",10,,,,,,,,AZ,,1,1,1,,,,,,,,,,,,,,,,
TSXV, Allied Hotel Properties Inc. , AHP ," 4,253,091 "," 106,327,265 ",Real Estate,,,,,,,No,,BC,Canada,,,,,,,Specialized,,, Tier1 ,," 18,900 "," 1,562 ", 10 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Almo Capital Corp. , APT ," 857,026 "," 5,356,410 ",Mining,,,,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 31,900 "," 6,049 ", 14 ,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Almonty Industries Inc , AII ," 32,830,999 "," 49,001,491 ",Mining,QT,20100706,20110928,,,,Yes,1,USA,USA,New York,NY,,,,,,,, Tier2 ,," 864,173 "," 687,364 ", 320 ,10,,,,,,,Spain,,,,,,,,,,,,,,,,,,1,,,
TSXV, Alpha Exploration Inc. , AEX ," 3,397,652 "," 30,887,748 ",Mining,Other,20131212,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 18,216,953 "," 7,174,486 "," 5,852 ",10,,,"BC,ON,SK",,,,,,,1,,,,,,,,,,,,,1,,,,,
TSXV, Alpha Peak Leisure Inc. , AAP.P ," 10,204,800 "," 10,204,800 ",CPC,IPO/CPC,20130131,,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 90,640 "," 49,599 ", 21 ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Alphamin Resources Corp , AFM ," 80,180,771 "," 267,269,237 ",Mining,,,,,,,No,1,BC,Canada,,,,,,,,,, Tier2 ,," 10,419,035 "," 3,326,675 ", 569 ,10,DRC (Congo),,,,Mexico,,,,,1,1,,,,,,,,,1,,,,,,1,,Tin
TSXV, Alphinat Inc. , NPA ," 3,003,793 "," 50,063,220 ",Technology,QT,,20050427,,,,Yes,,Quebec,Canada,,,,,Internet Software & Services,,,,, Tier2 ,," 4,268,843 "," 314,811 ", 140 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, ALQ Gold Corp. , ALQ ," 220,747 "," 5,518,670 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 248,446 "," 14,061 ", 91 ,10,,,BC,,,,,,,1,1,1,,,,,,,,,,,,,,,,
TSXV, Alta Natural Herbs & Supplements Ltd. , AHS ," 945,427 "," 31,514,237 ",Diversified Industries,,,,,,,No,,BC,Canada,,,,,,Consumer Products and Services,,,, Tier2 ,," 382,100 "," 16,781 ", 56 ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Altai Resources Inc. , ATI ," 4,133,516 "," 55,113,552 ",Mining,,,,,,,No,,ON,Canada,,,,,,,,,, Tier2 ,," 17,317,944 "," 1,314,851 ", 901 ,10,,,Quebec,,,,,,1,1,,,,,,,,,,,,,,,,,,
TSXV, Altair Gold Inc , AVX ," 380,457 "," 38,045,706 ",Mining,QT,20060802,20070315,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 5,261,420 "," 222,957 ", 279 ,10,,,"BC,ON",,,,,,,1,,,,,,,,,,,,,,,,1,,
TSXV, Altan Nevada Minerals Limited , ANE ," 744,423 "," 37,029,600 ",Mining,QT,20090924,20111220,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 1,251,102 "," 40,880 ", 97 ,9,,,,,,,,USA,,1,1,1,,,,,,,,,,,,,,,,
TSXV, Altan Rio Minerals Limited , AMO ," 2,298,251 "," 89,123,009 ",Mining,QT,20110629,20120112,,,,Yes,,BC,Canada,,,,,,,,,, Tier2 ,," 1,440,819 "," 83,668 ", 214 ,10,,,,Mongolia,,,,,,1,,1,,,,,,,,,,,,,,,,
TSXV, Alternative Earth Resources Inc. , AER ," 1,958,569 "," 24,482,115 ",Clean Technology,,,,,,,No,,BC,Canada,,,,Renewable Energy Production and Distribution,,,,,, Tier2 ,," 5,336,777 "," 281,106 ", 769 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Altima Resources Ltd. , ARH ," 15,785,826 "," 315,716,516 ",Oil & Gas,QT,,,,,,Yes,1,BC,Canada,,,,,,,,,, Tier2 ,," 21,635,300 "," 1,545,115 "," 1,486 ",10,,,Western Canada,,,,,,1,,,,,,,,,,,,,,,,,,,
TSXV, Altiplano Minerals Ltd , APN ," 412,503 "," 16,500,100 ",Mining,IPO,20110202,,,,,No,,AB,Canada,,,,,,,,,, Tier2 ,," 2,060,334 "," 63,749 ", 96 ,10,,,Canada,,,,,,,,,1,,,,,,,,,,,,,,,,
TSXV, Altitude Resources Inc. , ALI ," 2,690,237 "," 21,794,797 ",Mining,QT,20120315,20130215,,,,Yes,,AB,Canada,,,,,,,,,, Tier2 ,," 453,711 "," 133,187 ", 148 ,10,,,AB,,,,,,,,,,,,,,,,,,,,,1,,,,
TSXV, Alto Ventures Ltd. , ATV ," 1,446,973 "," 24,116,214 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 6,230,325 "," 297,910 ", 442 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Alturas Minerals Corp. , ALT ," 1,984,657 "," 132,310,496 ",Mining,RTO,20050624,,20060410,,LIMA (BVL),No,,Peru,Mexico and Central/South America,,,,,,,,,, Tier1 ,," 4,215,703 "," 77,987 ", 128 ,8,,,,,Peru,,,,,1,,1,,,,,1,,1,,,,,,,,,
TSXV, Alvopetro Energy Ltd. , ALV ," 40,880,098 "," 85,166,871 ",Oil & Gas,Other,20131205,,,,,No,1,AB,Canada,,,,,,,,,, Tier2 ,," 25,982,946 "," 26,013,841 "," 18,046 ",10,,,,,Brazil,,,,1,,,,,,,,,,,,,,,,,,,
TSXV, AM Gold Inc , AMG ," 529,192 "," 15,119,784 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 15,399,188 "," 499,475 ", 840 ,10,,,YT,,Peru,,,,,1,,1,,,,,,,,,,,,,,,,
TSXV, Amador Gold Corp. , AGX ," 177,955 "," 35,590,929 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 11,349,655 "," 156,062 ", 433 ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Amanta Resources Ltd. , AMH ," 472,376 "," 47,237,642 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 2,326,463 "," 28,615 ", 95 ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSXV, Amarc Resources Ltd. , AHR ," 13,188,286 "," 138,824,061 ",Mining,,,,,,OTCQB,No,1,BC,Canada,,,,,,,,,, Tier1 ,," 10,869,840 "," 806,230 ", 832 ,10,,,BC,,,,,,,1,,1,,,,,,,,,,,,,,,,
TSXV, Amarillo Gold Corporation , AGC ," 6,644,118 "," 69,938,085 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 4,138,153 "," 557,640 ", 603 ,10,,,,,Brazil,,,,,1,,,,,,,,,,,,,,,,,,
TSXV, Amato Exploration Ltd , AMT ," 809,733 "," 40,486,656 ",Mining,IPO,20090427,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 2,103,521 "," 64,046 ", 119 ,10,,,,,Mexico,,,,,,1,,,,,,,,,,,,,,,,,
TSXV, American Consolidated Minerals Corp , AJC ," 614,922 "," 17,569,191 ",Mining,Other,20070820,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 9,664,297 "," 510,598 ", 505 ,10,,,,,Mexico,,,"NV,WA",,1,1,,,,,,,,,,,,,,,1,1,
TSXV, American Creek Resources Ltd , AMK ," 7,106,493 "," 157,922,074 ",Mining,Other,20060906,,,,,No,,AB,Canada,,,,,,,,,, Tier2 ,," 17,329,325 "," 976,657 "," 1,071 ",10,,,BC,,,,,,,1,1,1,,,,,,,,,,,,,,,,
TSXV, American CuMo Mining Corporation , MLY ," 4,663,122 "," 93,262,446 ",Mining,,,,,,OTCQX,No,,BC,Canada,,,,,,,,,, Tier2 ,," 6,697,548 "," 550,149 "," 1,072 ",10,,Australia,"BC,ON",,,,,"ID,NV",,,1,1,,,1,,,,,,,,,,,,,
TSXV, American Manganese Inc , AMY ," 1,690,888 "," 112,725,880 ",Mining,,,,,,,No,,BC,Canada,,,,,,,,,, Tier2 ,," 10,112,168 "," 342,320 ", 882 ,10,,,BC,,,,,USA,,1,,1,,,,,1,,,,,,,,,,,Manganese
TSXV, American Natural Energy Corp. , ANR ," 146,400 "," 29,280,085 ",Oil & Gas,,19910709,,,,,No,,USA,USA,Tulsa,OK,,,,,,,, Tier2 ,," 1,378,661 "," 9,028 ", 38 ,5,,,,,,,,LA,1,,,,,,,,,,,,,,,,,,,
TSXV, American Vanadium Corp , AVC ," 19,839,269 "," 60,118,998 ",Mining,Other,20070924,,,,OTCQX,No,1,BC,Canada,,,,,,,,,, Tier1 ,," 19,547,520 "," 10,009,060 "," 7,402 ",10,,,,,,,,NV,,,,,,,,,,,,,,,,,,,,Vanadium
TSXV, Americas Petrogas Inc , BOE ," 91,270,642 "," 228,176,606 ",Oil & Gas,QT,20070419,20081017,,,,Yes,1,AB,Canada,,,,,,,,,, Tier1 ,," 78,125,933 "," 72,677,913 "," 36,804 ",10,,,,,"Argentina,Peru",,,,1,,,,,,,,,,,,,,,,,,,
